Column1,Kichwa,Spanish,Sentimineto
2217,wiñarina,desarrollar,positivo
2218,wiñay,siempre,neutro
2219,wiñay kawsay kallaripi rurayta kamay,arqueologia,neutro
2220,wiñay kawsaykallaripi ruraytakamay,arqueologia,neutro
2221,wiñaykawsay,historia,positivo
2222,wiñaykawsay imakuna,hechos historicos,positivo
2223,wiñaykawsay kallariy,prehistoria,positivo
2224,wiñaykaysay kallari,inicio de la historia,positivo
2225,yachakuna,aprender,positivo
2226,yachana,saber,positivo
2227,yachana wasi,escuela,positivo
2228,yachapayay,dramatizacion,positivo
2229,yachapayay (w),dramatizacion,positivo
2230,yachariy,estar acostumbrado,negativo
2231,yachay,ciencia  educacion,positivo
2232,yachay pampa,area,neutro
2233,yachay ñan,proceso metodologico,neutro
2234,yachayay,enterarse,neutro
2235,yachaykamachik,ley de educacion,positivo
2236,yachaykancha,area,neutro
2237,yachaykuna,sabiduri­a,positivo
2238,yachaypa hillay,material didictico,neutro
2239,yachaypak hillay,recurso didictico,neutro
2240,yachayruray,practica,positivo
2241,yachayshuti,titulo,positivo
2242,yachayta taripana,dominio del conocimiento,positivo
2243,yachayta taripay,dominio del conocimiento,positivo
2244,yachayta wallpay,creacion del conocimiento,positivo
2245,yachayta willana,socializacion del conocimiento,positivo
2246,yachayta wiñachiy,creacion del conocimiento,positivo
2247,yachaywa,tema,neutro
2248,yachaywa (w),tema,neutro
2249,yachaywan rurana,aplicacion del conocimiento,positivo
2250,yachayyuyay,teoria,neutro
2251,yachayñan,metodologia,neutro
2252,yaksina,fundir,neutro
2253,yaksishka,fundido,negativo
2254,yaku,agua,positivo
2255,yaku ishpa,orina,negativo
2256,yaku larka,canal de riego,negativo
2257,yaku shunku,higado,negativo
2258,yakuhampik chuyayachik yachuchik,cloracion del agua,neutro
2259,yakukamay,hidrografia,neutro
2260,yakumuyuyallpa,isla  tierra rodeade de agua,neutro
2261,yakushushuy,decantacion,neutro
2262,yakuyachik,disolvente,neutro
2263,yakuyachina,disolver,neutro
2264,yakuyachiy,derretir,negativo
2265,yakuyakkuri,golfo,neutro
2266,yakuyashka,liquido,positivo
2267,yakwallpa,anfibios,negativo
2268,yalli paktachik,complemento directo,neutro
2269,yalli paktachik yp,complemento directo,neutro
2270,yallichawpiyak,moda,positivo
2271,yallilutsayak,proporcion geometrica o directa,neutro
2272,yallimanya,cateto mayor,positivo
2273,yallishka,mayor que,positivo
2274,yallishka pacha,tiempo pasado,negativo
2275,yalliyak pakiyupay,fraccion inpropia,negativo
2276,yana sara,maiz negro,negativo
2277,yana shunku,riñon,neutro
2278,yana yana,negro intenso,negativo
2279,yanakuna,servidumbre,negativo
2280,yanantina  kutuna  hatun hallmana,aporcar,neutro
2281,yanapak wasi,agencia de desarrollo,positivo
2282,yanapak wasikuna,instituciones,positivo
2283,yanapana,ayudar,positivo
2284,yanapanka,servicio,positivo
2285,yanapay,servicio  servir,positivo
2286,yanapayana,solidarizar,positivo
2287,yanapayaymanta,solidadaridad,positivo
2288,yankakapak,politiquero,positivo
2289,yankakichuna,invadir,negativo
2290,yankakichuy,invasion,negativo
2291,yankichik,agentes,negativo
2292,yankina,modificar,positivo
2293,yankina  shukmanyachina,cambiar,positivo
2294,yankinachik,agente modificador,positivo
2295,yankiy,cambio,negativo
2296,yanuna,cocinar,positivo
2297,yanuna uku,cocina,neutro
2298,yapa tantachiy,conjunto union,neutro
2299,yapakullki,monto,neutro
2300,yapakullkina,usura,neutro
2301,yapakutinchiklla,frecuencia acumulada,neutro
2302,yapalutsay,proporcionalidad directa,neutro
2303,yaparikkuna,sumandos,positivo
2304,yapatantachi,union de conjuntos,positivo
2305,yapuk,arador,neutro
2306,yari,sentido,neutro
2307,yariyachina,percibir,positivo
2308,yarkay,hambre,negativo
2309,yawar,sangre,negativo
2310,yawar ayllunikiyashka,grados de consanguinidad,neutro
2311,yawar muyuri,circulacion de sangre,positivo
2312,yawarchakruri,mestizaje,positivo
2313,yawarmuyuriy,circulatorio sanguineo,positivo
2314,yawarpuriy,presion arterial,positivo
2315,yawati,tortuga,neutro
2316,yawatisuyu,region insular galapagos,neutro
2317,yawri,aguja,negativo
2318,yaya,padre,positivo
2319,yaya / tayta,papa  padre,positivo
2320,yaykuchiy  satiy,introduccion  fi­sica,positivo
2321,yaykuna,entrar,positivo
2322,yukuna  yumana,aparear,neutro
2323,yuma,semen,neutro
2324,yumariy,unirse sexualmente,positivo
2325,yumay,semen,neutro
2326,yupachay,cortesia,positivo
2327,yupachi,conteo,positivo
2328,yupana,contar,positivo
2329,yupay chani,valor absoluto o numerico,positivo
2330,yupaychana,agradecer,positivo
2331,yupaychani,gracias,positivo
2332,yupaykamay,matematica,positivo
2333,yupaykamay hillaykuna,materiales didacticos de la matematica,neutro
2334,yupaykamaychi,sistema numerico,positivo
2335,yupaykamaychi yuyay,pensamiento logico matematico,positivo
2336,yupaykamayuk,matematico,positivo
2337,yupaykuna,los numeros,positivo
2338,yupaykuska,recta numerica,positivo
2339,yupaylli,cuenta bancaria,positivo
2340,yupaymillka,esquema numerico,neutro
2341,yupaynikichik,calculadora,neutro
2342,yupaypurachi,razon,positivo
2343,yupayrurayri,operacion numerica o aritmetica,positivo
2344,yura,planta,neutro
2345,yurak,blanco,neutro
2346,yurak sara,maiz blanco,neutro
2347,yurak shunku,pulmon,neutro
2348,yurakamak,forestal,neutro
2349,yurakuna,plantas,neutro
2350,yutay,influencia,negativo
2351,yuyakillkalla,carta,neutro
2352,yuyakyashka,vejez,negativo
2353,yuyana,pensar,positivo
2354,yuyarikkuna,reflexiones,positivo
2355,yuyarina,reflexionar,positivo
2356,yuyasha,cautela,negativo
2357,yuyay,pensamieto,positivo
2358,yuyay awariy,sintaxis,neutro
2359,yuyay kaspi,linea imaginaria,neutro
2360,yuyay paktay,unidad de criterio,neutro
2361,yuyay rurayri,problemas razonados.,neutro
2362,yuyaychipukllay,rompecabezas,negativo
2363,yuyaynikik,software,neutro
2364,yuyaynina,opinar,positivo
2365,yuyaypaktana,concertar,positivo
2366,yuyayrikuchik,determinacion o definicion,neutro
2367,yuyayrina,concentrar,positivo
2368,yuyayrina,concentrar mental,positivo
2369,yuyu / panra,nabo,neutro
2370,zampu,sambo  calabaza,neutro
2371,zirmaputulli,bateria  pila,neutro
2372,ñachu,ya esta  ya es,neutro
2373,ñakariy,pasion de placer,positivo
2374,ñankamu,guia,positivo
2375,ñankamu (w),guia didactica,positivo
2376,ñapash shamuna pacha,futuro inmediato,positivo
2377,ñawchina,auxiliar  cooperar  influenciar  contribuir,positivo
2378,ñawchina  yanapana,auxiliar,positivo
2379,ñawi,cara  rostro,neutro
2380,ñawi chakata,glandula pineal,neutro
2381,ñawi chichu,mejilla,neutro
2382,ñawi lulun,ojo,neutro
2383,ñawi millma,pestaña,neutro
2384,ñawi pata millma,ceja,neutro
2385,ñawirina  killkakatina,leer,positivo
2386,ñawirina  killkakatina (taller b),leer,positivo
2387,ñawpa,delante tiempo,positivo
2388,ñawpa kawsay pacha,eras antiguas,neutro
2389,ñawpa pachak-watakuna,largos siglos,negativo
2390,ñawpa uma tullu,hueso frontal del craneo,neutro
2391,ñawpak,principales,positivo
2392,ñawpakawsay imarikuchi kunakamay,vestigios arqueologicos,neutro
2393,ñawpakawsayimarikuchi kunakamay,vestigios arqueologicos,neutro
2394,awpana,adelantar,positivo
2395,ñawpanchina,promover.,positivo
2396,ñawpanchina (w),promover,positivo
2397,ñawpapacha,paleolitico,neutro
2398,ñawparimay,mito  cuento  leyenda,neutro
2399,ñaña,hermanas,positivo
